PlasticType,meltFlowIndex_Gramsper10Min,MoistureContent_Percentage,InjectionTemperature_Celcius,InjectionpPressure_Bar,MoldTemperature_Celcius,CoolingTime_Seconds,ScrewSpeed_RevolutionsPerMinute,ClampForce_Tons,CycleTime_Seconds,ScrapRate_Percentage
Polycarbonate,19.317384441647825,0.02819562951579871,234.69618310680562,15673.713690611403,85.67071057014672,22.037409567766986,55.64594094666981,83.60088323282712,30.404576395129645,0.0
ABS,9.354429485327511,0.0989034713295583,228.81096273026355,17731.587235992236,101.6290967687985,23.137671353421318,51.704915209415034,115.89491450443687,39.01906756915569,8.762530725044616
Polycarbonate,7.304844638456943,0.0431464029816809,235.76184893976736,10222.136182365395,84.7069549957362,33.63883545184525,57.82216692228087,96.33842740777644,50.409884002373126,5.423311320962497
ABS,6.710479602321207,0.07444142114882489,235.00468102364658,16159.229883757514,113.54182273581782,38.464296879143234,58.66821955988351,125.82448721758726,61.75934719954992,9.034667757317584
Polycarbonate,27.966237878254198,0.028448498701057107,222.73696514005135,12615.745661242163,111.18173224026056,18.12065296889262,49.406864594589464,119.7841477350619,22.73369630607291,0.0
Polypropylene,21.429722252119948,0.06609979677798677,263.543276756657,12646.584632482478,66.71004867084696,34.78657850113793,43.13769680109393,52.22294451020856,53.18412020203903,4.666376433346059
Polycarbonate,15.293860351306344,0.014785611286834036,249.41041159669408,13868.013122103204,63.23461348160255,17.668196134759675,51.728394652552325,122.55293635818174,18.098082950751678,0.0
Polycarbonate,16.187930435931506,0.07038416808736705,243.7212646740984,11669.605910178574,82.84382874759285,24.32528828111359,37.06854777926363,95.06746455162238,34.35987349876503,2.9628924630857525
ABS,18.41734642509817,0.03597029004024688,262.84846778686125,13522.214684371007,85.78285088702648,15.251382747945243,55.287281866688545,83.55082128465472,21.921713329018015,0.0
Polypropylene,16.064099079996414,0.07193689382062628,241.95798625723833,15507.128186105087,60.23316982768484,27.611871378314127,51.39289754524124,95.18233928296478,38.69232219148682,5.3481880367822034
ABS,26.973982664933747,0.06621005727703802,213.934401151423,14480.247263067798,102.0612308670722,18.694337757110226,57.317000173696975,110.21295549296477,30.247272018840036,0.3478494708278245
ABS,6.9287693554984084,0.05486289178169159,246.3159784096142,14575.11383273093,82.69656595626073,24.633200998020705,50.18624340642574,86.91480806879795,35.95451071776781,6.082734763149831
Polypropylene,20.37470332110299,0.05034190767475836,302.952961112397,17159.72295334126,63.196919873614924,14.29531762896655,53.70017632920944,82.59455319864514,19.155243534822684,1.551032550941958
Polycarbonate,13.885103183178217,0.08574055606513402,242.46599966263213,15222.544136916298,58.86434237211168,21.333990640532623,35.47980245604112,103.17032078029344,29.684065358196293,4.759233322002635
Polycarbonate,7.325773331649952,0.005482419833639672,225.89603903643123,15006.58413435239,101.43180876839534,16.42607530750898,65.72946104262697,91.71802592948116,21.256852711046847,0.0
Polypropylene,5.896668450488239,0.07954052316511626,237.02006137219706,13311.256022110185,73.74516160809607,31.85114827170041,49.263397989337605,117.41815843358084,50.3029387726875,9.711776742475747
Polycarbonate,23.1630792456782,0.04752270002341513,255.8580279350423,14116.302466118817,114.63595748975216,24.9970832262018,54.02453821269128,88.52399074411545,37.822156327874836,0.0
Polypropylene,10.031847219994335,0.026038176609669176,276.0486170617345,11820.926089429948,93.1372533957687,11.628762647851815,59.16463139114333,90.65268607268503,18.933682595671172,0.9691092889354532
ABS,11.856342665982945,0.06261692918338016,250.00596178858603,16004.625221981169,53.69238590461255,28.97150189855996,52.97961730165325,120.26772343560316,39.96870030683849,5.217533474591639
Polycarbonate,7.089437135009159,0.08715766064929381,260.0647389871844,19158.636258812345,63.53226599970717,29.420197532979493,50.62060462942962,58.42652592791229,43.45782968817161,8.59299288406091
Polycarbonate,16.367418313565786,0.09935126919448466,183.3135465351712,13554.240119065435,80.08155950170018,29.34380941263954,45.56499571543725,145.59138679135685,43.33534051544678,10.81338285275737
Polycarbonate,27.90433495702079,0.06033660351647155,246.23390705917024,15809.127066260498,63.864871682353474,24.082133609795953,51.97458618373382,112.36269231674663,29.08353710808865,0.0
Polycarbonate,8.299937405767592,0.03338803274815628,232.0296223295319,17686.144764337434,87.13361090915281,24.367874126343263,55.93993017820179,65.7637208733967,37.69403827731216,2.565747127394795
Polycarbonate,26.297528687984453,0.08255857450221558,250.15247196992675,15644.337402437324,97.46210332310439,23.632973593835978,51.10412174353445,73.34117351553783,32.7150080085209,1.2603422974297507
ABS,5.657403469754936,0.05443249894103455,265.71086619216703,17438.42967754161,107.7063374032323,19.567153953923423,53.76536426138497,73.0288061109428,30.42146235426055,4.216969087670532
Polycarbonate,10.163548487066198,0.06295515683188938,276.3196595700914,14446.728351397876,90.15192366399266,26.1676378397673,48.8305270461124,87.74086428573655,41.06162690538373,4.633987453699819
ABS,14.07670791292143,0.07351963109776166,284.88426810010805,18483.289596126408,54.794752578797656,24.649033198107503,47.91628061169659,90.83231188048325,33.927429337726196,4.838272009790073
Polycarbonate,15.450657403455132,0.011626332753801632,245.41057714279998,18309.236201972148,77.45204266451005,31.447884209142217,48.121647619148845,113.88491970193427,38.92146376792552,0.0
Polypropylene,17.291615277854156,0.005045822699596619,212.751548493408,11361.04394118172,108.97606323268033,30.90391341598246,48.0783044073012,85.85664016037916,45.37053395058931,0.0038676740826907863
Polypropylene,14.534474437941743,0.06631238380420812,277.1432009817436,17610.177859210762,72.02037479025276,28.816611363338048,38.699340777239655,107.26281595166238,40.598292918039824,4.881355719518925
ABS,22.955497049429766,0.08628835195053007,249.67880144789706,11425.748709312831,57.151055354317165,31.685215448558566,47.90923645170636,83.05974089514613,45.44621786969212,5.4630917639030585
ABS,24.7119255980475,0.08857634826445095,208.86398439473348,18116.54025278423,82.66958028623972,23.47436586427208,54.19329169734482,59.37318982867949,38.70404384218135,5.12868901979571
Polycarbonate,24.136222110653886,0.07917049349315258,254.4534649871588,14526.463983060816,68.17226458639193,28.35228135424013,54.002338919014754,106.4736075088083,36.80853782858471,2.5626837766080985
Polypropylene,24.257597522026355,0.07419174400029768,246.80059347104634,18045.96804886057,101.49714432597585,23.50888789974665,59.8662483847345,98.78538472234088,36.19926658807788,2.4353035826860925
Polycarbonate,6.343518964561036,0.04199431976618115,226.72156607258,15888.629776283993,55.56390741075139,22.89183813727408,36.15020035447391,105.4023250554451,30.35090912545663,3.350750395076329
Polycarbonate,24.42306133049118,0.059171271969140106,204.5550643423608,15404.253843799659,94.01818025428548,17.64973490548397,55.8419371182355,70.19027534682736,22.09143276926544,1.047660094357895
ABS,26.743536614189786,0.030690870149176423,241.02580028878137,16230.923795806313,54.41890889520435,24.05785397866139,38.484899061207564,98.65631905999908,25.545060163868165,0.0
Polycarbonate,17.886695804122937,0.060352002922617824,257.1424260755679,19976.48070674939,69.84231897596692,23.8767057837262,49.83350428155896,99.28177982432564,29.812777863736518,1.0592852594625113
Polypropylene,27.9296056219162,0.09455581732365392,225.14519211744545,15581.829848591744,54.120211821650116,23.284833324346483,51.17668009640123,106.51535923738243,34.73245556332031,3.994974180338962
Polycarbonate,14.921954312342576,0.03223915421830926,252.41219093799398,10447.784261346693,95.10703702494288,27.04633089820894,39.983492263768795,104.75723414497969,40.731198271345356,0.4217155256996975
Polypropylene,11.378319248949207,0.06056663750002767,238.911382335015,15439.343278413602,92.37186673007184,21.66856374885526,48.0218011494534,116.69281188551977,37.04372969523334,3.980415514775505
Polycarbonate,23.63799003168905,0.0904674904934089,240.10575109428945,16921.643386941487,70.7047414096989,21.67968496646993,33.079106242534664,118.23135604312009,29.39625963637948,1.569443390398188
Polycarbonate,12.418630031641479,0.07016543035077799,247.94243666494808,12522.840851394296,82.13614666367954,23.735223199069857,62.47748684680926,106.89387349453173,34.47959883868757,5.759978862223406
ABS,5.167123634463429,0.04471265394349024,284.8791862664824,10959.638182005903,68.27193025674856,31.186477579883814,58.68994339032044,96.92998875047522,46.42070453798502,6.992080080332686
ABS,11.854850349742886,0.030062538033643237,260.08623062531404,15514.971540520113,57.19724572530278,25.008937789150604,57.00386812673667,111.31720521687095,33.60392616598112,1.118597918979486
Polycarbonate,18.220149066808634,0.018637609842989136,261.9181731993355,10053.959161683622,64.75703906070706,32.299996144847526,52.10313875756044,76.62429169118536,41.679344572198964,0.0
Polycarbonate,27.78185895030251,0.09033272104295681,216.35269549215485,18458.463929785677,79.66466210050437,23.97523435243844,58.53617077393671,63.15724250735324,30.98324812700986,2.8236195791441814
Polycarbonate,16.594529852219885,0.0981499080950756,248.00311170410794,17937.723614492148,58.67282850258266,22.22255036202405,61.81516843481706,115.84018444413356,29.66410922060924,6.284058083475882
Polycarbonate,23.683828654272457,0.08218852372062549,288.5806689789063,17674.01124037073,79.76501852669367,22.099907707585633,47.884118394277166,54.77547349095863,27.70836678759515,2.376897585128779
Polycarbonate,12.799303306102203,0.059115458612241614,206.4880376266571,16702.543350556156,51.993644992098496,26.256126086234197,46.37448348543919,114.65711860569289,35.2088651021693,5.515374529560321
Polycarbonate,22.296589458769557,0.029115065850604548,263.35921583309914,13520.433818029078,53.39845293013671,28.93837436730494,53.824759896865096,85.35949018116719,36.81435216871298,0.0
Polypropylene,23.048523312279286,0.05854945441572705,248.3487785369993,13389.804788269283,82.6847761013449,22.39286386935079,54.39633592770256,119.31858968316864,31.56701888698055,0.9485846785277784
Polycarbonate,24.20913855177993,0.08264179509821067,246.5409046510872,19862.7440179916,99.0833349888969,14.599386490177487,53.70911439144314,89.09721277901357,20.74333370329498,0.0
Polycarbonate,20.046470550970344,0.0846954915376253,237.93211255519697,11951.256379113824,73.96470183555715,19.41856714916309,67.48885520738547,103.87119291643708,28.067773007014136,4.532198729593917
Polycarbonate,17.399902166050225,0.06844595660567006,194.03689214809316,13392.968659828515,86.01458376556758,26.7422552749495,73.61008014169964,80.729720889514,41.88388145084821,8.10569480308214
Polycarbonate,18.036076863561924,0.05679635279757253,241.96210401407828,11321.249450622054,84.95728281597462,21.249855176591293,49.4764402274806,136.29552162892475,29.166132793865597,0.5273140870684513
Polycarbonate,14.121746794987432,0.09016090298444283,219.69299901324442,17434.281166812936,76.88689849811504,27.490109508495824,40.015284411697756,57.37751006202026,40.50912645670597,7.405055382832786
Polycarbonate,23.692526322370327,0.02835383462325389,261.13519717958286,18680.89724647258,65.23168507713974,15.512154634840194,60.67535533682006,138.08373880573765,13.809417067318604,0.0
Polycarbonate,6.693419568601626,0.046706814359358216,280.2016608241834,17158.562998961006,53.7869712445636,21.436662310147238,54.3187428920702,98.89457486742464,28.771570809270433,3.869043942115395
Polycarbonate,18.46847515565063,0.03415385813857104,254.0065663758609,10109.476672144705,59.60166282513188,29.27065939111501,32.90460725269766,66.59735127467532,38.14879025549279,0.05717463609477807
Polycarbonate,20.840556616573753,0.03696759107539999,232.91686907263613,19367.107365737214,84.12859509231912,14.545173948707625,54.48591401180727,85.53546856889089,18.254139524666,0.0
ABS,15.858035169259969,0.06202774671019427,228.94104967160166,13969.734242068254,62.31406212934553,22.130593631024386,58.40757333682873,69.86970736313343,30.777940244678412,4.265321534506926
ABS,11.126101611967822,0.0909187066338978,261.65414046257354,11807.784839405042,70.78755941898632,20.29247061779717,49.53996191161374,76.38964785832609,35.395790699615006,7.689487384770719
Polypropylene,5.339802212909901,0.038396294848907504,253.74211790729828,16673.026573024636,85.04558266843415,25.667686385392578,61.333337609379754,70.10472167049959,40.15030451720853,6.056634473388048
ABS,5.110713982322058,0.08391533927616611,274.47011366933486,19098.172968786625,94.19805634436597,24.013483842364803,56.27814875469775,111.15548918789052,35.92905299934218,7.494224028360434
Polypropylene,16.174125873115386,0.03428545971264222,271.68194883380215,13094.737448182648,55.155589964323426,19.964433022618337,55.420471781286835,95.90853808110279,26.387324976867518,0.7895778586475062
Polycarbonate,11.870086606314585,0.07814832715303893,239.25346737722208,11552.648423940425,103.07217101557379,33.32126007859135,68.05906169685917,103.75641399245849,49.3075275745365,8.578815355631287
ABS,9.232626142464206,0.008419582654068305,206.15593866166705,15187.73022045632,113.12992922032014,28.65849836181505,37.265370629398134,95.18003367057015,44.09929242491422,1.4902765342727429
Polycarbonate,11.309130157793325,0.009881470190619485,237.14941827493917,16594.31948093496,59.09383272060513,18.102451473876435,51.61048647135773,87.76869967409753,21.0356541997985,0.0
Polycarbonate,22.93081602967141,0.05502193065487925,299.224764870611,17116.839502205403,83.34437276274743,24.413547601499136,43.86596496202368,103.50307775301906,27.806040165650895,0.017032088302641316
ABS,8.835364110141551,0.09012401032691719,259.56255552145853,15554.067934238146,54.71032821191916,30.753162638008366,43.498562398676555,115.2999160964009,47.99651464425916,8.403615252250741
Polycarbonate,12.207377509992158,0.09821902582255183,261.8763227108832,18873.548026673958,93.59562380585587,20.903861614968946,54.27144322978576,107.85402023190854,31.280628698079123,5.60206170168554
Polycarbonate,8.580422384107564,0.003767986819782302,233.11351219584148,10101.028107005724,90.30694229814068,22.59515318072129,48.88383740851437,105.26946805401094,32.00091102923321,0.0
Polycarbonate,21.737168158558617,0.06302261733174469,252.22754564291182,13075.671717731642,94.65289733654922,16.909618833977945,46.07602008686289,109.38148001226315,20.638701896423136,0.0
Polycarbonate,14.32751474607394,0.09671953048194964,255.330020153543,12860.928757927704,75.01878501213675,24.059568295706296,55.743498307323,87.97538052964573,35.44086651521918,6.3833167205431165
ABS,17.525559358968263,0.06629764000973999,248.22608338072382,13138.43253237207,83.23333545450862,23.799937923662252,44.53193105003056,145.1037683066302,34.73686426533419,2.004447916785455
Polycarbonate,27.352007892643144,0.025387946137746965,263.83963435778094,17765.726170746344,54.60226863363937,13.9714297623947,46.521492683682716,109.46278360906331,10.137005315293338,0.0
ABS,27.326646924005196,0.08925067772976344,236.36804332932064,10839.39699855071,99.64178430727436,23.28590122812824,36.41555124550212,110.54024297120827,35.76103109977133,1.5889595510644412
ABS,26.909638868893534,0.0983949117746766,274.4963754891023,14905.742377520888,97.24155265413927,22.12231240022587,34.572423177818735,109.68792968388938,30.28646411234386,2.4285102855958596
Polypropylene,19.078944183291537,0.07649869737867154,254.723771928006,19429.295305144835,83.06584957110188,26.69080624295416,48.19172405280645,96.86552210241862,38.54389068331225,3.7786327673068802
Polycarbonate,17.859190794697405,0.08390273344965837,278.20145199700164,14806.610967560304,71.24443806245074,19.816596924134384,62.67921124804947,118.52647717881176,27.80281396478004,5.005067423405704
Polycarbonate,17.687824793544642,0.029399217936850238,270.94206262919363,19978.657387941374,77.81188957837668,31.07559247932231,53.747511154543645,63.04228404973412,38.510204059442295,0.0
Polypropylene,8.311851106026495,0.012220279708127994,279.83165382412,17456.552944565832,60.76709892052517,21.273078851154942,56.52044056238532,120.26025803043962,27.49299772892645,0.35999975107619203
ABS,26.644691293049874,0.05366995049679174,285.12646399198223,14660.773640275445,60.648271284024844,28.589956232721082,43.77116262735586,101.40022404973419,35.43445899134634,0.3034844167257082
Polycarbonate,8.63892171701486,0.022654932812870655,238.46076323005303,15177.578500116115,52.31580426489603,18.741821366732037,38.4503764857613,114.64937685588832,23.650718483462203,0.0
Polycarbonate,8.3464677090275,0.013500582598903257,268.8423221843289,17203.49204946881,70.88809290520445,24.014487662882946,47.755140717446224,106.89570783450453,28.380029281578572,0.0
Polypropylene,23.697478491595934,0.01861106679496901,236.07457242502088,16100.646214574634,60.416797214555004,16.80189629367199,51.27528215682639,83.15888197640508,21.081801309166455,0.0
Polycarbonate,26.87026647054708,0.06578445459352543,264.88597841253727,12542.878239440906,52.84118186191047,31.909503867224807,41.87895729865873,79.36284983259802,40.44321834276491,1.0396829605529851
Polycarbonate,9.721506105455045,0.08204874688580413,247.55315769693235,11173.7849223032,123.8635032455787,28.155510622480943,43.09210404373556,54.28160041425631,50.54794153125882,7.253470584243585
Polycarbonate,20.832884549594674,0.030752175504731777,240.0826993853282,10805.942665030681,52.47970055139782,22.0902626716342,66.88638521417921,105.09758993737937,27.08792715853786,0.0
Polycarbonate,7.0800089151154335,0.04721610239259042,233.42623700399014,16504.817969545376,99.0845745744493,20.92354061927273,50.025583630059245,119.91852018820421,29.439985269372773,2.7171530620950173
Polycarbonate,9.455180530554726,0.07247559750260921,237.41078996382942,15285.718716458538,115.45327757930201,32.640332057061826,37.526510623490516,102.99238876748618,50.03909648522506,5.266807519008737
ABS,29.606580153644234,0.05814220258193716,232.7915974933032,13415.31555983504,54.80637147869236,20.692748348994044,58.646282873550895,73.29642893540603,27.176717937116855,0.0
Polypropylene,19.646214929875974,0.004132394599206384,243.79402578216852,18971.68497102234,76.04372755719966,27.207607672202347,48.87819146117587,89.80385631352098,35.46845974299105,0.0
Polypropylene,13.30120423356865,0.03598229074131425,262.7222902600241,18510.794718696554,77.98881178629672,27.510761687866044,46.43257787447508,108.65929609881842,35.68002373381062,1.6519405518327461
Polycarbonate,14.966988310828848,0.0033729212035823928,253.71689399199207,14492.56036332317,64.76445637072732,21.737316590493272,46.30398807099236,133.0201640082958,23.414403364543354,0.0
Polycarbonate,11.511646632864345,0.07103472177178177,208.75974183064278,17949.270676331675,41.085479942789725,24.395045983458093,78.27172807887794,80.0828481225649,33.30627369694184,8.74492631456579
Polycarbonate,17.220693937285432,0.020667083662211396,210.755201942082,12692.21040539162,62.79052477638838,31.357497693784463,38.05620995823453,72.65005278226869,42.302946952456516,1.094601033233136
Polycarbonate,26.461626724033408,0.03351231494495091,241.31597032297483,10318.824747762314,64.3434032294975,22.191945632867164,73.46987646626602,108.52328248524242,28.455493111087684,0.0
Polycarbonate,9.058040569894025,0.0743640486940612,204.51756289783307,12664.710820354388,84.04756309718606,19.298553934500212,53.01958108409468,125.12451868119939,31.48866545808238,6.99468432242015
Polycarbonate,20.176473957650604,0.017516383626243408,275.003407308637,15978.265075923517,61.560037296771455,33.867527335664406,40.037857723543624,105.64004444273505,40.215298339794224,0.0
ABS,6.32252521837656,0.0591848204963776,231.90636995837406,16067.385004480973,106.79772469884654,25.96530971354915,58.36087118206471,104.98054966879651,40.02097776536955,5.687610464972165
Polycarbonate,24.274191997773045,0.004105729434064832,216.61509390456132,12232.397691771033,106.6150991019785,22.056284395339844,35.61236159212566,89.56024273127437,29.85414967720327,0.0
ABS,6.114870342508512,0.055714517211641335,215.97419698709916,14195.572547442549,68.07178940453664,24.517871565165713,52.588928597331034,106.4984082364346,39.967620186409775,7.067524107742184
ABS,15.95319712183952,0.009863187899458392,249.86765670286314,15303.210186859422,92.69815389338606,31.001018944450646,45.79159190588169,119.59496469688244,40.95680629146711,0.0
Polypropylene,9.699270280171582,0.06827161862723792,231.17635686297686,13350.456694151602,50.40481396372315,18.589911761690754,26.735042742167426,100.9728904228958,29.605238374510055,5.312316856742846
Polypropylene,21.14993939505894,0.09479702007937565,227.4199328420655,18072.376032156237,74.39152668616074,34.494520933131525,49.993894589387324,91.91462207432437,52.9066318233544,7.578262615798385
Polycarbonate,15.655783367526533,0.02688125566233365,252.29242274913852,14313.824071741044,120.2498768570461,21.169082885911223,55.58789729492732,92.7007386025629,30.407208439966794,0.0
ABS,25.965532395633222,0.0815393909216359,200.62860490967583,13866.347272476201,88.47274760068349,32.97663404362399,54.452691586667214,93.57057208630063,48.021781994578056,6.221914935482891
Polypropylene,25.47172997247512,0.042915981230932106,231.21212843678583,19721.210310879396,83.51222121242392,23.041353652135825,53.59060013871578,103.27709650503965,30.34525547433689,0.0
ABS,25.022271480879212,0.07932524777065053,235.89950043019263,10156.809830227605,65.92618257476643,25.99646481309982,51.166174965230375,81.45510607348305,37.84489916882459,3.9195878004908904
ABS,14.968310789153431,0.07837656920259826,250.85945139453816,16618.53917701204,134.43513839573185,28.84441872989037,48.79192156940764,111.91015194389476,44.114423791898815,4.7328128568649905
Polypropylene,13.136384779150314,0.053755251839146936,256.2221918779516,10782.677060449138,58.118923057898655,22.753541040343908,58.017190546856185,101.63370906005966,35.63849864409315,4.359024000840647
Polycarbonate,24.902918353707122,0.0881790374716909,267.48689370765754,13962.391547897414,60.944854995724796,25.262146349657435,57.09000505716908,86.50283113050797,32.95448122145193,3.317969636128459
ABS,5.708898717765286,0.0811623926791124,214.4188637202346,11339.037573020509,65.4065149390909,13.852348436220156,50.61401728805653,66.94645958841687,26.42909476773355,8.832509768739541
Polycarbonate,23.19581651344847,0.028157023200209776,251.05975654039707,16734.945903980904,43.35760055347335,33.98128818647809,35.55912966694282,88.57792212351977,38.56099914959641,0.0
Polycarbonate,12.387215140602516,0.06272713845662956,250.9806432902293,19276.962419580817,60.49215596901848,34.95790246130814,57.45023002954877,111.37107667212764,45.02952393012309,4.541327189903414
ABS,24.652520796525568,0.09904369444390727,233.87724144119272,12018.852716111935,70.4617671004283,17.663897532093856,63.23017200369109,95.81101377786784,26.526659335327064,5.323727062445094
Polypropylene,22.530211403334317,0.0299939607001768,250.53967706097976,17166.364208772364,79.81466079643168,28.2569916328653,57.54191322564805,127.58986505078158,36.33638581916837,0.0
Polycarbonate,17.59118882714713,0.012514619530595867,256.42481781561554,19249.41322695263,48.24664620449526,25.116795087501863,64.00029131356234,97.62445378414785,27.972689444223526,0.0
Polycarbonate,8.078785785871224,0.0675719995042805,266.6209672224327,19497.963376200692,57.27735078148594,19.531153986577703,55.67929544137773,114.75108157608935,24.887875660780292,4.322944622975783
ABS,9.87383308273491,0.06751618723811667,257.6492362652066,11003.352020991713,63.310371718442,13.814836608950314,47.59241560886846,95.87929569595957,21.681065027841722,4.896175520866437
ABS,12.074224390343797,0.09634962565530183,238.06864857153195,18289.295778789692,56.487839073883265,17.485790992302114,45.734327096710636,98.80053599611564,26.910481736673237,5.517762806367792
ABS,28.133642090178157,0.09997935891427785,241.53161677821694,17828.240820710358,99.50248559968101,33.685940606784655,47.69921370115967,129.74704438849506,45.02669167219973,3.2045804075690008
ABS,9.794696792325439,0.062356524520218094,250.6800595516045,17536.676059501224,95.47469696863664,28.723698571123517,48.32081360780576,123.72603164175464,41.08294582147031,4.314822761365279
Polycarbonate,27.309793437215745,0.07435593997750138,255.0814993090591,11861.677335304552,100.1477628148279,25.625204155307163,46.30371794308437,119.30536895398315,36.5441187392573,0.0
Polypropylene,18.501203151417332,0.02833510414908035,234.84921958392857,15302.714663591994,106.0269063514013,16.1711134797183,42.46175452645283,90.65225908335412,24.150104256238723,0.0
Polycarbonate,29.244466413125775,0.09226944457110776,246.05043227109994,11643.242641437972,92.67026916460306,15.70445121814739,41.37793473175114,74.35896459190741,23.282359258028766,0.35727636782903394
Polypropylene,25.719951564375513,0.005732041831467895,298.87859389184416,16185.059500499006,42.155004847738795,20.57370727091781,53.8777970569204,96.85520199489731,20.293298899415483,0.0
Polypropylene,20.5671697284463,0.04652037395625639,255.17017221296086,18708.734784977307,60.85034996294093,19.167282054378372,67.31506265722118,75.10085296357762,25.825658401351085,1.299583269851311
ABS,10.297905425561797,0.038953184081890885,259.29686360451325,15551.37694434428,96.19682160889323,21.537730570569625,50.477545721472424,85.779899434155,29.298379692697566,1.6981123811204624
Polycarbonate,13.030334437086825,0.05285517119646371,241.27766845191167,10585.09842968715,80.04870122587042,25.41932402403291,63.78099222908321,63.00487127594322,38.45110869358954,5.013162753475551
Polycarbonate,9.77545141092681,0.07988765812631567,213.27736863693883,10607.410616140629,95.386464701413,26.877525680367594,52.408585757444776,122.29068296262002,41.09996998363767,7.824088264498336
ABS,28.792209675142413,0.08575172599230654,257.58586865301515,10834.685196187775,79.4645232459166,18.35286688413206,64.36471362283586,56.71297764886168,27.985491191726435,2.493648798362607
Polycarbonate,5.270851844416139,0.08163589144480769,249.91882635290764,14774.297919523811,98.3272463167467,25.28287218113774,65.9477479854467,80.26087841068033,40.72524109361028,9.239186009005623
Polycarbonate,12.57124176558844,0.09404093874477958,250.17401324586453,12741.0038121957,111.72401626364362,24.536057912607326,33.45420229482289,123.30260312611075,38.40657836840681,5.3685640110175
Polycarbonate,21.306897042562984,0.010075445176982674,228.87033280641987,17128.399338248095,78.7436647267068,25.41116978526738,54.558553142066884,79.39063135326477,29.602273138479095,0.0
Polycarbonate,20.923163007913004,0.03228865430002527,262.1939929458069,16603.51121319655,90.75384482527778,22.181919391362378,50.62799685835458,110.62153053080166,30.455619557081114,0.0
ABS,28.431326096260687,0.04397411694955716,243.96867835240283,16059.764628538622,56.41822504877982,33.17991087756771,63.83971191702591,101.31613730589153,43.337169340585405,0.6198740905939356
Polypropylene,6.062843294860685,0.060229760467296466,236.52482925657776,17251.353180622427,95.61465807636989,29.505172093223667,45.86788651486178,101.79558645292673,45.653285192516364,6.3031982475254855
Polypropylene,10.36744224399627,0.09438319262677558,245.59464746759784,17881.303120490855,66.38749356609017,28.450671458825493,41.212854813427455,91.76895013858105,43.84049936635061,8.986521604524421
Polypropylene,20.732604806086407,0.08606556310432828,257.19516041619596,17181.824839102363,95.67358842902692,29.089138659136363,39.88897280781046,78.5806041276423,45.009276911792114,4.818067890270841
Polycarbonate,28.969922305457565,0.0643943596731148,215.5989666976863,10828.47906853172,64.9216271774208,22.31042483974113,55.156199978901334,65.00515256277367,31.37571988029447,0.7783921595789851
Polypropylene,28.041328061250063,0.06624194294273214,268.5558463761054,16254.33667877232,45.00102586819069,27.07306394184978,27.33023935528601,98.87500670789332,36.44841516469385,0.357277986454631
Polycarbonate,8.814822185415597,0.038641856442262625,238.53223523515794,14237.32375762211,63.63196316190558,14.456756181433313,43.92787521806895,91.75252343249926,21.21085471236561,0.5301930118039879
Polycarbonate,23.404446397699797,0.046579853740206734,218.38563632455134,14780.259773962774,76.62541408639494,21.957327145572286,60.61556996795805,82.12981547930103,30.31729558444079,0.9875148461602463
